Type    ,Id            ,Token                                                                                                                                                                                                                                                          ,Speaker
Morpheme,172#00:03:48#0,はじめしゃちょー サンプル2なわけですよね                                                                                                                                                                                                                                          ,
Morpheme,172#00:03:51#0,はじめしゃちょー こっからちょっと衝撃的なこと言っていいですか                                                                                                                                                                                                                                ,
Morpheme,172#00:03:53#0,はじめしゃちょー 世界中の言語を見比べてもこの日本語型か英語型ほぼどちらかに当てはまります                                                                                                                                                                                                                  ,
Morpheme,172#00:04:00#0,西野 すげー嘘だろそれは嘘だろはじめしゃちょーやばいでしょ                                                                                                                                                                                                                                  ,
Morpheme,172#00:04:03#0,はじめしゃちょー つまり世界の言語ってさっきの話に戻すとメインのやつが前タイプと後タイプに二分できます                                                                                                                                                                                                            ,
Morpheme,172#00:04:12#0,西野 うーん信じがたいヤンヤン調理前ねチンする前で                                                                                                                                                                                                                                      ,
Morpheme,172#00:04:15#0,はじめしゃちょー そうですねチンする前のやつは二分できます                                                                                                                                                                                                                                  ,
Morpheme,172#00:04:18#0,西野 へーいやー信じがたいけどね                                                                                                                                                                                                                                               ,
Morpheme,172#00:04:21#0,はじめしゃちょー 世界の言語ってさ7000よ                                                                                                                                                                                                                                         ,
Morpheme,172#00:04:23#0,はじめしゃちょー 7000ってさもうバリエーション豊かすぎてさ捉えどころないと思ってたでしょ                                                                                                                                                                                                                 ,
Morpheme,172#00:04:28#0,西野 思ってた思ってたはじめしゃちょーでも違います                                                                                                                                                                                                                                      ,
Morpheme,172#00:04:30#0,はじめしゃちょー 連チン前は2個2種類しかないです                                                                                                                                                                                                                                      ,
Morpheme,172#00:04:33#0,はじめしゃちょー 例えばですけど有機物と無機物みたいなレベル                                                                                                                                                                                                                                 ,
Morpheme,172#00:04:37#0,はじめしゃちょー だいたいこっちかこっちだよねみたいな分け方がハッキリあるんですよ                                                                                                                                                                                                                      ,
Morpheme,172#00:04:42#0,西野 僕は分類学オタクというか分類好きなんで意外とこれ少なく分類できますみたいなのに興奮するタイプなんですが                                                                                                                                                                                                         ,
Morpheme,172#00:04:50#0,はじめしゃちょー 2?世界の言語2?それは信じがたい                                                                                                                                                                                                                                     ,
Morpheme,172#00:04:56#0,はじめしゃちょー メインに先かメイン後か                                                                                                                                                                                                                                           ,
Morpheme,172#00:04:58#0,はじめしゃちょー しかもメインが先か後かしか違いがないんですから                                                                                                                                                                                                                               ,
Morpheme,172#00:05:01#0,はじめしゃちょー 1回目の分岐は一緒なんですよ全部                                                                                                                                                                                                                                      ,
Morpheme,172#00:05:03#0,はじめしゃちょー ちょっと専門用語になりますけどスペシファイアー                                                                                                                                                                                                                               ,
Morpheme,172#00:05:07#0,西野 また出てきたスペシファイアー 今日はスペシファイアー何回出てくるんだよ                                                                                                                                                                                                                         ,
Morpheme,172#00:05:11#0,はじめしゃちょー 最初のメインのやつがスペシファイアーともう一個の要素に分かれる                                                                                                                                                                                                                       ,
Morpheme,172#00:05:14#0,はじめしゃちょー この最初の分岐は一緒なんですよ左にスペシファイアーが行くっていうのは一緒なんですよね                                                                                                                                                                                                            ,
Morpheme,172#00:05:17#0,西野 ほうほうほう                                                                                                                                                                                                                                                      ,
Morpheme,172#00:05:18#0,はじめしゃちょー だからバリエーション2個になるって言ってたけどしかもすんげー狭いところの中の2個だからねっていう                                                                                                                                                                                                      ,
Morpheme,172#00:05:24#0,はじめしゃちょー 2回目の分岐がメインが前か後かっていうレベルの違いしかない                                                                                                                                                                                                                         ,
Morpheme,172#00:05:29#0,西野 1回目の分岐は一緒ってことだよね全部の言語                                                                                                                                                                                                                                       ,
Morpheme,172#00:05:32#0,はじめしゃちょー やばない?                                                                                                                                                                                                                                                 ,
Morpheme,172#00:05:33#0,西野 やばいはじめしゃちょー やばいでしょエックスバー理論西野エックスバー理論超面白いじゃんはじめしゃちょーでしょそうなんですよ                                                                                                                                                                                               ,
Morpheme,172#00:05:41#0,西野 全部の言語を二分するそして何だったら共通点も見出しているってことですね                                                                                                                                                                                                                         ,
Morpheme,172#00:05:45#0,はじめしゃちょー でさこの仮説を堀本さんが知ってたらですよ例えば知らない言語を喋る国じゃああれでいいですよあのセブンデイズとゥエンドウィズユー                                                                                                                                                                                        ,
Morpheme,172#00:05:54#0,はじめしゃちょー 未知の言語を解明するゲームですね我々が実況プレイしたやつ                                                                                                                                                                                                                          ,
Morpheme,172#00:05:58#0,仮にあの言語が動詞が目的語の先に来る言語だとします                                                                                                                                                                                                                                      ,
Morpheme,172#00:06:04#0,そしたらこのエックスバー理論二股ヨキヨキ理論使うと何がわかりますかね動詞が目的語の前に来るつまり英語と同じ語順だとしたら他にどんなことが予想されますかね                                                                                                                                                                                   ,
Morpheme,172#00:06:19#0,はじめしゃちょー とりあえずエックスバー理論あ違う二股ヨキヨキ理論で考えるとあれでしょ左と右にまず分かれて大きくはでその右に分かれてメインの中に                                                                                                                                                                                       ,
Morpheme,172#00:06:36#0,はじめしゃちょー メインが前に来るわけですよね                                                                                                                                                                                                                                        ,
Morpheme,172#00:06:38#0,はじめしゃちょー メインの中にメイン区のこの二つに分かれた方の右側の中でメインが手前に来ている動詞が目的語の前に来る言語                                                                                                                                                                                                   ,
Morpheme,172#00:06:47#0,はじめしゃちょー そうですそうですしかももっと言うと多分全知識持ってるなって予想もできます                                                                                                                                                                                                                  ,
Morpheme,172#00:06:53#0,はじめしゃちょー だってさっきの例話島村先生の冒頭の話ありましたけど英語タイプのものは全知識を持つ日本語タイプのものは高知識を持つって話でしたよね                                                                                                                                                                                      ,
Morpheme,172#00:07:03#0,はじめしゃちょー それが一般化できるわけだからもしSVOみたいな五順の言語があったら多分これ全知識持ってるなこんな予測もしていいんですよ                                                                                                                                                                                           ,
Morpheme,172#00:07:13#0,はじめしゃちょー はぁなるほどなるほどだから英語の方に分類されるやつはメインが前の方に来るからその全知識か高知識かみたいな話になった時も全知識を持っている同じ構造になっているっていうことが推測できる                                                                                                                                                            ,
Morpheme,172#00:07:29#0,はじめしゃちょー そうはじめしゃちょー まぁまぁわかりましたそうだね                                                                                                                                                                                                                             ,
Morpheme,172#00:07:33#0,はじめしゃちょー そうなんですよっていう強力な手がかりにもなるんですねその二股にょきにょきのことを頭に入れておくだけで                                                                                                                                                                                                    ,
Morpheme,172#00:07:40#0,はじめしゃちょー えちなみに全知識を持っている英語型の場合は全知識高知識じゃなくて全知識であるっていうのもかなり強い一般層なんですか                                                                                                                                                                                             ,
Morpheme,172#00:07:52#0,はじめしゃちょー そうですね英語型のSVO型言語だったら基本的には全知識一部例外的な場合もあるかもしれませんがそれはまだお料理したという話です                                                                                                                                                                                        ,
Morpheme,172#00:08:02#0,はじめしゃちょー へぇーじゃあこれで明日から飲み会行った時に友達に俺さ未知の言語と出会ったとしても動詞が目的語の前に来るタイプだってわかった瞬間にこの言語は全知識があるんだなっていうことがわかるんだぜ                                                                                                                                                           ,
Morpheme,172#00:08:14#0,はじめしゃちょー そうですねそういうことですはじめしゃちょー で自慢できる未知の言語と出会っても全知識タイプか高知識タイプか判断できるようになったぜって自慢していいってことですね                                                                                                                                                                      ,
Morpheme,172#00:08:22#0,はじめしゃちょー そうですそしてそれが赤ちゃんやんはじめしゃちょー そうなん?                                                                                                                                                                                                                        ,
Morpheme,172#00:08:27#0,はじめしゃちょー だって赤ちゃん生まれた時未知の言語ずっと聞きますよねでってことはさ冒頭の問いに戻りますけど堀本さんが創造主だったら人間に事前に言語のどんな能力をインプットさせますかっていうのが究極の問いでしたよね                                                                                                                                                    ,
Morpheme,172#00:08:41#0,はじめしゃちょー あーそうかだから赤ちゃんにエックスバー理論を教えた状態で生まれさせるとこの言語は動詞が目的語の前に来るタイプだからこっちの英語型だから全知識を持ってるんだなってわかるってことか                                                                                                                                                              ,
Morpheme,172#00:08:58#0,はじめしゃちょー そうその能力を与えておけば例えば受けたインプットでなんかSVOだってなったら全知識を予測させれば形容詞の後ろの名詞とかもどういう意味なのかみたいなって予測できるじゃん                                                                                                                                                                   ,
Morpheme,172#00:09:12#0,はじめしゃちょー できるじゃんはじめしゃちょー 赤ちゃんに教えておくものこれですねはじめしゃちょー すごいでしょはじめしゃちょーエックスバー理論二股にょきにょき理論これ教えた方がいい                                                                                                                                                                    ,
Morpheme,172#00:09:19#0,はじめしゃちょー そうなんですよだからチョムスキはこう考えてるんですねほらみんな言語っていっぱい色々なんか要素言うけど分けようぞ要素分解しようぞと                                                                                                                                                                                      ,
Morpheme,172#00:09:30#0,はじめしゃちょー オリモさん大好きな言語って全体を通してめちゃくちゃ普遍的な要素と言語ごとのわずかなバリエーションに分かれるんじゃねえのかと                                                                                                                                                                                         ,
Morpheme,172#00:09:41#0,はじめしゃちょー 素晴らしいはじめしゃちょー そのうちの一つがさっき言った二股にょきにょき分かれた上でメインが先に来るか後に来るかっていう二択のバリエーション                                                                                                                                                                                ,
Morpheme,172#00:09:50#0,はじめしゃちょー うんめっちゃすごいじゃんはじめしゃちょー めっちゃすごいでしょはじめしゃちょー めっちゃすごいでしょはじめしゃちょー うんはじめしゃちょー めちゃめちゃすごいのよはじめしゃちょー すごい                                                                                                                                                         ,
Morpheme,172#00:09:57#0,はじめしゃちょー でしょはじめしゃちょー 赤ちゃん超嬉しいよはじめしゃちょー 超嬉しいんだだって二パターンとりあえず認識してさはじめしゃちょー うんはじめしゃちょー はいはいこっちのパターンねってことはこれねってもう攻略法見えてるもんねはじめしゃちょー 見えてるよはじめしゃちょー うんいけるじゃんはじめしゃちょー そうなんですよはじめしゃちょー うんはじめしゃちょー だから多分オリモトさんははじめしゃちょー うんはじめしゃちょー 生まれたときって言ってみればねはじめしゃちょー うんはじめしゃちょー ハテナ,
Morpheme,172#00:10:27#0,はじめしゃちょー うんはじめしゃちょー でもさあの生まれたおぎゃーっていう段階はじめしゃちょー つまりボックスに手を突っ込んだ段階ではじめしゃちょー うんはじめしゃちょー 僕が耳元でオリモトさんにはじめしゃちょー 中身はメロンかスイカですよはじめしゃちょー うんはじめしゃちょー っていうヒントをもらったとしますはじめしゃちょー まあ赤ちゃんおぎゃー言うてるからそれ言われてもはじめしゃちょー フフフはじめしゃちょー メロン?スイカ?ってなると思うけどはじめしゃちょー フフフはじめしゃちょー         ,
Morpheme,172#00:10:57#0,メロンだなってなりそうだねはじめしゃちょー そうなんですよだから果実で丸いっていうはじめしゃちょー 不変性はあるんだけどはじめしゃちょー うんはじめしゃちょー 表面のツルツル度合いっていうはじめしゃちょー 一部のはじめしゃちょー 変変部分はじめしゃちょー うんはじめしゃちょー 変化する部分だけをはじめしゃちょー うんはじめしゃちょー 当てに行けばはじめしゃちょー うんはじめしゃちょー メロンかスイカかすぐ分かるはじめしゃちょー 速答できるはじめしゃちょー そうだねはじめしゃちょー わけですよねはじ    ,
Morpheme,172#00:11:27#0,し パラメータのアプローチはじめしゃちょー ほうはじめしゃちょー 原理とパラメータっていう話はじめしゃちょー 単語が出てくるんですねはじめしゃちょー うんはじめしゃちょー 原理っていうのはさっき言ったはじめしゃちょー 言語一般に共通するものではじめしゃちょー はいはいはじめしゃちょー パラメータっていうのははじめしゃちょー わずかなその変変部の部分はじめしゃちょー うんはじめしゃちょー ですねはじめしゃちょー だからはじめしゃちょー にょきにょき分かれるはじめしゃちょー あの構造自体はあるんだけどは   ,
Morpheme,172#00:11:57#0,し 主事先行とかはじめしゃちょー うんはじめしゃちょー 主事末尾型はじめしゃちょー おーはじめしゃちょー 主事末尾型とかそんな感じの言い方するんですけどはじめしゃちょー なるほどはじめしゃちょー まあはじめしゃちょー 簡略的に英語型日本語型って言っちゃってもはじめしゃちょー うんはじめしゃちょー 理解にはそんなに大きな問題ないと思いますはじめしゃちょー 了解ですはじめしゃちょー ということではじめしゃちょー 子供が知るべきことはじめしゃちょー おやーって生まれた瞬間に知るべきことははじめしゃちょー    ,
Morpheme,172#00:12:27#0,そのツールを覚える必要なくってはじめしゃちょー うんはじめしゃちょー 頭の中でそのスイッチを前はじめしゃちょー うんはじめしゃちょー 後ろみたいにパチって倒すとはじめしゃちょー ババババババババババはじめしゃちょー って英語の はじめしゃちょー うんはじめしゃちょー 構造が理解できるとはじめしゃちょー 言っても過言ではないはじめしゃちょー そう私は考えてますわ はじめしゃちょー うんはじめしゃちょー はっはっははじめしゃちょー はいはじめしゃちょー おっこの無理やりなスピーチははじめしゃちょー      ,
Morpheme,172#00:12:57#0,50に関してはそうですねパラメータ 前か後ろからだけでもあと全部                                                                                                                                                                                                                               ,
Morpheme,172#00:13:02#0,決まってくるっていう感じなので だとしたらめっちゃすごいです                                                                                                                                                                                                                                 ,
Morpheme,172#00:13:05#0,けどね こっちだこっちだっていう                                                                                                                                                                                                                                               ,
Morpheme,172#00:13:08#0,もう二択でパワーっていけるすごい そうこのアプローチすると言語                                                                                                                                                                                                                                ,
Morpheme,172#00:13:13#0,の習得って短時間で済むでしょ 済みそう                                                                                                                                                                                                                                            ,
Morpheme,172#00:13:16#0,だから2年とかおぎゃーって言って たら文法をなんとなく理解できる                                                                                                                                                                                                                               ,
Morpheme,172#00:13:22#0,材料は十分揃いますよね うんだから最初からaパターン                                                                                                                                                                                                                                     ,
Morpheme,172#00:13:26#0,かbパターンかっていうので どっちか当てに行くぞーっていう                                                                                                                                                                                                                                  ,
Morpheme,172#00:13:29#0,感じで生まれてきて でそのaパターンはaパターン                                                                                                                                                                                                                                       ,
Morpheme,172#00:13:32#0,bパターンはbパターンの規則を 最初からある程度覚えている                                                                                                                                                                                                                                  ,
Morpheme,172#00:13:36#0,って考えるとどっちかに倒した 瞬間にものすごい選択肢絞られて                                                                                                                                                                                                                                 ,
Morpheme,172#00:13:40#0,学びになるから学習が早いだろう ということですね                                                                                                                                                                                                                                       ,
Morpheme,172#00:13:43#0,けんちゃんご飯食べるって言われたら はい今のはじゃあシュージーが後ろ                                                                                                                                                                                                                             ,
Morpheme,172#00:13:48#0,だからはいもうokです ご飯を食べるだからはいこっち                                                                                                                                                                                                                                     ,
Morpheme,172#00:13:51#0,のパターンね日本語と同じのパターン ねじゃあもうマスターできるわ                                                                                                                                                                                                                               ,
Morpheme,172#00:13:55#0,っていうことね そういうことですだから言い                                                                                                                                                                                                                                          ,
Morpheme,172#00:13:57#0,変えれば言語習得っていうのは 普遍的な部分は頭に入れたまま                                                                                                                                                                                                                                  ,
Morpheme,172#00:14:03#0,生まれてきた上でパラメーター の決定に他ならないと言ってよい                                                                                                                                                                                                                                 ,
Morpheme,172#00:14:09#0,どっちにスイッチよくたとえ話 でスイッチっていうんですけど                                                                                                                                                                                                                                  ,
Morpheme,172#00:14:12#0,どっちにスイッチを入れるかっていう だけでっていうことですね                                                                                                                                                                                                                                 ,
Morpheme,172#00:14:16#0,例えば6個パラメーターあれば全部 決まるとしたら6個のスイッチを                                                                                                                                                                                                                               ,
Morpheme,172#00:14:20#0,前に倒すか後ろに倒すかっていう のをパチパチパチパチって全部                                                                                                                                                                                                                                 ,
Morpheme,172#00:14:22#0,済ませたらはい言語習得あと単語 覚えるだけですみたいな                                                                                                                                                                                                                                    ,
Morpheme,172#00:14:26#0,例えばというと僕初めての人と 飲みに行くときにざっくり2つ                                                                                                                                                                                                                                  ,
Morpheme,172#00:14:30#0,分割してて情報欲しがってる人か 話聞いて欲しい人か気がして情報                                                                                                                                                                                                                                ,
Morpheme,172#00:14:38#0,が欲しい人か情報求めてない人 かかな身意識に分けるとしたら                                                                                                                                                                                                                                  ,
Morpheme,172#00:14:41#0,だからこの人情報欲しい人だって 思ったら僕めっちゃエピソード                                                                                                                                                                                                                                 ,
Morpheme,172#00:14:45#0,いっぱい喋るんですよエピソード っていうかうんちくとかそれって                                                                                                                                                                                                                                ,
Morpheme,172#00:14:48#0,何々ですよねとか箸ってこうなんですよ とか割り箸って実は柳プロダクツ                                                                                                                                                                                                                             ,
Morpheme,172#00:14:52#0,っていう会社が日本で河川産業 なんでその割り箸作ってるの多分                                                                                                                                                                                                                                 ,
Morpheme,172#00:14:55#0,柳プロダクツっすね飯食いながら 延々その話するんで一方でそれ                                                                                                                                                                                                                                 ,
Morpheme,172#00:15:00#0,やるとうざがる人も相当数いるんで そっちの人の場合はニコニコし                                                                                                                                                                                                                                ,
Morpheme,172#00:15:03#0,ながらそうなんですねえ何々さん ってご出身どちらなんですかって                                                                                                                                                                                                                                ,
Morpheme,172#00:15:08#0,やるんですよだからそのスイッチ どっち倒そうかなっていうのはいつも                                                                                                                                                                                                                              ,
Morpheme,172#00:15:11#0,飲み会行ってすぐ決定するんで そういうことですよね赤ちゃんもう                                                                                                                                                                                                                                ,
Morpheme,172#00:15:15#0,どっちかで攻略パターンを頭に 大体持ってるからどっちかを後は                                                                                                                                                                                                                                 ,
Morpheme,172#00:15:18#0,決めればもう攻略できるっていうこと ね                                                                                                                                                                                                                                            ,
Morpheme,172#00:15:21#0,樋口 わかりました 深井 そういうことですよね                                                                                                                                                                                                                                        ,
Morpheme,172#00:15:25#0,樋口 島村先生を無理やりはいと言 わせる回になってる違うけど                                                                                                                                                                                                                                 ,
Morpheme,172#00:15:29#0,岡田 いや多分本当はいろいろ言いたい ことあるんですけど心の中にいっぱい                                                                                                                                                                                                                           ,
Morpheme,172#00:15:34#0,あるんですけど言うとまた失敗 を繰り誤ちを繰り返し                                                                                                                                                                                                                                      ,
Morpheme,172#00:15:39#0,樋口 でもじゃあ多めに見ていら なくて                                                                                                                                                                                                                                            ,
Morpheme,172#00:15:42#0,岡田 今回に関してはだからもう 完全に五順っていうか最初の構造                                                                                                                                                                                                                                ,
Morpheme,172#00:15:48#0,を作っていく最初のステップの 話ですよねそれだけです                                                                                                                                                                                                                                     ,
Morpheme,172#00:15:52#0,深井 はいあと後でもしかしたら カメラ回ってないときに島村先生                                                                                                                                                                                                                                ,
Morpheme,172#00:15:58#0,に気になることが80個あったとか って言われるかもしれないので                                                                                                                                                                                                                                ,
Morpheme,172#00:16:02#0,その場合はノートとかでちゃんと ここはさすがに誤解招きそうだな                                                                                                                                                                                                                                ,
Morpheme,172#00:16:06#0,っていう部分とかちょっと後で フォローします                                                                                                                                                                                                                                         ,
Morpheme,172#00:16:08#0,樋口 補足記事が概要欄にあるかもし れませんのでご確認いただければ                                                                                                                                                                                                                              ,
Morpheme,172#00:16:11#0,お済みでございます 深井 お願いします                                                                                                                                                                                                                                            ,
Morpheme,172#00:16:15#0,樋口 後でもう一個二股ニョキニョキ に関して気になることがあるん                                                                                                                                                                                                                               ,
Morpheme,172#00:16:20#0,と思うんですねそれがすげえ長い 文なんて二股ニョキニョキじゃどう                                                                                                                                                                                                                               ,
Morpheme,172#00:16:24#0,にもならんだろっていう問題が あると思うんですね例えば東京都                                                                                                                                                                                                                                 ,
Morpheme,172#00:16:28#0,の板橋区の北部にある水野さん のお家から北海道の札幌市の南部                                                                                                                                                                                                                                 ,
Morpheme,172#00:16:39#0,にあるおりもとくんの家に行き かけたがやめたみたいな                                                                                                                                                                                                                                     ,
Morpheme,172#00:16:43#0,ヤンヤン 長いですね 樋口 長みたいな困るなっていう                                                                                                                                                                                                                                     ,
Morpheme,172#00:16:46#0,これニョキニョキは無理でしょっていう つっこみ絶対あると思うんですね                                                                                                                                                                                                                             ,
Morpheme,172#00:16:51#0,これどう説明しようかとこれまた 明快な説明があります                                                                                                                                                                                                                                     ,
