Type,Id,Token
morpheme,40#10:26#0,そうだね頭が一番わかりやすい ですからね
morpheme,40#10:29#0,人の数数えるときに もちろんそうなんですけどヘッド
morpheme,40#10:32#0,でねだって日本語だって名前で 数えてますからね一名とか
morpheme,40#10:36#0,うんそうだね ラベルで数えてますからねそういう
morpheme,40#10:39#0,意味では 頭に必ず限るわけでもないと思
morpheme,40#10:42#0,うんですけどね 動物の数え方で
morpheme,40#10:44#0,ひきとか頭とかがあると言いました よね
morpheme,40#10:48#0,あれ動物園の飼育員は動物のこと をひきだと数えないんですよ
morpheme,40#10:54#0,自分の動物園にいる動物のこと を
morpheme,40#10:56#0,全部一頭と数えるんですよ それをこのまま先生が明らかに
morpheme,40#11:01#0,したというか聞き取りで分かった と
morpheme,40#11:03#0,つまり例えばヘビとかでもクワガタ でもアザラシでもペンギンでも
morpheme,40#11:12#0,全部一頭と数えると 一匹とは言いません
morpheme,40#11:15#0,不思議 でも気持ちわかりますよね
morpheme,40#11:17#0,そう 要は飼育員さんって動物園に対して
morpheme,40#11:21#0,の親密度が全然違うしひきって 結構ちっちゃくてあまり大事に
morpheme,40#11:27#0,してないときに数えることとか もあるんですよね
morpheme,40#11:30#0,例えばクワガタの中でもバイバイ が成立するような高価なクワガタ
morpheme,40#11:34#0,は党と数えるんですよ わからんでもない気がしますね
morpheme,40#11:38#0,すげえ面白いなと思ったのが 飼育員さんに本当に動物のこと
morpheme,40#11:44#0,どれもひきと数えないんですか と聞いたら
morpheme,40#11:47#0,そういえばこれだけひきと数えます っていう回答が書いてきたんですよ
morpheme,40#11:52#0,なんだと思いますか 僕どうしてもじゃるじゃるのコント
morpheme,40#11:56#0,が頭にあったんで カバはカバやろうもちろん
morpheme,40#11:59#0,そんなにも見てますね youtubeでみんななんのことかわかんない
morpheme,40#12:02#0,と思うんですけど リンクを貼っておきましょう
morpheme,40#12:04#0,じゃるじゃるでカバをカバだと思 ってるやつっていうメタル
morpheme,40#12:07#0,カバをカバだと思ってるやつめっちゃ 面白いですよね
morpheme,40#12:09#0,そう飼育員さんでねキリンに餌 上げるときどうやってやってる
morpheme,40#12:13#0,って言って キリンさん大きくなれよって言って
morpheme,40#12:15#0,餌上げてますって言って カバはどうやってやってるって
morpheme,40#12:17#0,言ってたね カバはカバやろう
morpheme,40#12:19#0,カバだけめっちゃ扱い悪いですよ そうそうありますよね
morpheme,40#12:22#0,僕今の質問された瞬間にあれが カバはカバやろう
morpheme,40#12:25#0,俺もそれ思い出しました でもカバではないんすか
morpheme,40#12:29#0,カバじゃない 唯一引きのやつ
morpheme,40#12:31#0,カバは引きやろうって あれは引きやろうってなんだろう
morpheme,40#12:34#0,これじゃるじゃんのコントじゃないん ですか
morpheme,40#12:35#0,じゃないですね なんだろう
morpheme,40#12:37#0,なるほどって思いましたよ これ聞いて
morpheme,40#12:39#0,唯一引きになるやつか あれかなマントヒヒかな
morpheme,40#12:44#0,なんでですか いやかっこ悪いから
morpheme,40#12:48#0,個人の感情じゃないですよ 飼育員さん一人に依存するその
morpheme,40#12:51#0,パーソナルな話じゃないですよ そっかみんなそう答えるんす
morpheme,40#12:54#0,ヒントいきましょうか バッタです
morpheme,40#12:57#0,えヒントというか答えじゃない 違うんですよ
morpheme,40#12:59#0,えあれですか殿様バッタとかそういう ことですか
morpheme,40#13:06#0,違う違う違う 殿様っていうフレーズが偉そう
morpheme,40#13:10#0,だから腹立つなこいつ 引きで呼んだろう
morpheme,40#13:12#0,そんな性格悪い骨元さんみたいな 飼育員になってないんですよ
morpheme,40#13:16#0,まあそうでしょうね 正解言いましょうか
morpheme,40#13:18#0,イグアナの餌のバッタ だけ引きと数えてますと
morpheme,40#13:22#0,そういえば 大事にしてないからね
morpheme,40#13:24#0,本質ですよこれが 本質ですねこれ
morpheme,40#13:29#0,エマとオミクジこれは一体と数える とあったんですけど
morpheme,40#13:34#0,体ですね 神は柱で数えると言いましたよね
morpheme,40#13:39#0,初回に ただ神が宿ったものは一体と数える
morpheme,40#13:42#0,んですって 不思議
morpheme,40#13:43#0,不思議なんだけどオミクジとエマ はその点で一緒だから
morpheme,40#13:48#0,例えばエマっていうのが薄くて 一枚と数えられるものであっても
morpheme,40#13:52#0,神が宿ってるから体になるんです って
morpheme,40#13:55#0,だからミイシーじゃないってこと ですよね
morpheme,40#13:58#0,形状で呼んでるものでも神が宿る とそれをさらに上位概念として
morpheme,40#14:01#0,体があって それで数えちゃうみたいなことも
morpheme,40#14:04#0,あって これも面白かったですね
morpheme,40#14:06#0,だからエマとオミクジが共通してる 理由なんなのっていうところは
morpheme,40#14:11#0,神が宿ってるかららしいです
morpheme,40#14:15#0,でもそれいいわ 初詣で使えるうんちくですね
morpheme,40#14:18#0,確かに 結構インパクトファクター 高めのんちくかもしれない
morpheme,40#14:21#0,そうですね 披露するタイミングがあるから
morpheme,40#14:24#0,蝶々数えるタイミングなかなかない ですからね
morpheme,40#14:26#0,そうですね あと車どうやって数えますか
morpheme,40#14:31#0,一台じゃないですか なんで台
morpheme,40#14:35#0,え だってそれしかないじゃん 台
morpheme,40#14:38#0,台ってこういうやつですよ 全然別物じゃないですか車と
morpheme,40#14:47#0,確かに物を置くための台ですもん ね
morpheme,40#14:49#0,車は絶対そうだわ台じゃないわ 台じゃないですよね
morpheme,40#14:53#0,4輪とかわかんないけど そういうとか1区とかミニ4区
morpheme,40#14:58#0,の区域とかああいう言葉の方が 無理そうなのに台になっちゃってる
morpheme,40#15:02#0,んですよ 本当だ
morpheme,40#15:03#0,これちょっと調べました その結果元々台や台座2車を数える
morpheme,40#15:09#0,ときに台を使っていたと そしてその2車
morpheme,40#15:13#0,つまり最初ガソリン乗用車が出 たときには機械で動く車っての
morpheme,40#15:17#0,も2車の要素を使って台と数えた と
morpheme,40#15:20#0,台車の台ですよね そうですね台車の台
morpheme,40#15:22#0,台車のアナロジーで今でも日本語 では台と数えているということ
morpheme,40#15:25#0,ですね はいなるほど
morpheme,40#15:27#0,やっぱり新しい概念が入ってきた ときにそれをどう数えるのかって
morpheme,40#15:32#0,面白いのはだから助数詞制定委員会 みたいなのがないんですよ
morpheme,40#15:36#0,入ってきたときにこれは日本の 皆さんこう数えましょうっての
morpheme,40#15:39#0,がないからどこかのタイミング でポッと生まれたものってのが
morpheme,40#15:43#0,採用されちゃったり広まったり するんですよ
morpheme,40#15:45#0,だから現代のはなんでこう数える のみたいな
morpheme,40#15:48#0,豆腐なんてそういうこと切り方 なんかに注目すんなよということ
morpheme,40#15:51#0,が大きく起きちゃうのはそういう ことなんですよね
morpheme,40#15:54#0,だから助数詞制定委員会がない からこんなにおもろいってのも
morpheme,40#15:57#0,ありますよね すごくきれいにすっぱり決めちゃ
morpheme,40#15:59#0,ったりとかしてないから人間の 全然一貫性のない様っていうの
morpheme,40#16:06#0,が助数詞にすごく反映されてる もっと正確に言うと助数詞の体
morpheme,40#16:10#0,形ですね主義的な言い方をする と
morpheme,40#16:12#0,ごっちゃくたなんですよ助数詞 の体形
morpheme,40#16:14#0,神宿るからこれとか薄っぺらい からまあいいとか流れてるから
morpheme,40#16:20#0,流れとかハチャメチャな体形が あってきてもオーソリティがいない
morpheme,40#16:26#0,ことによる面白さですねこれ 昔オカルト研究の第一人者が書いた
morpheme,40#16:31#0,本みたいなのを読んだんですけど オカルトにこそ真実があるみたいな
morpheme,40#16:36#0,人間の真理がある人が出張して て
morpheme,40#16:37#0,ワイズマンじゃない人 ワイズマンも多分似たようなこと
morpheme,40#16:40#0,書いてる それはなぜかっていうとオカルト
morpheme,40#16:44#0,って完全に誰かが作ったものじゃ なくてみんなの恐怖心とか
morpheme,40#16:49#0,いいこと言うな ちゃんと誰かが学者が言い出した
morpheme,40#16:52#0,ことじゃないことが集まってきて いるからみんなの真相真理とか
morpheme,40#16:56#0,恐怖とかがありありと映し出される のがこれであると
morpheme,40#16:59#0,これがもし国家レベルとか大きい 組織が決めるとかだとちゃんとした
morpheme,40#17:03#0,組織の論理でちゃんと組み立て られたものになってしまう
morpheme,40#17:07#0,オカルトこそが正しく民衆の混乱 を反映している
morpheme,40#17:11#0,すげえいいじゃんと思ったんですけど めちゃくちゃ今刺さりますね
morpheme,40#17:15#0,その助数詞の話を聞いただと 全く一致ですよね助数詞の構造
morpheme,40#17:18#0,も だからそういうインテリみたいな
morpheme,40#17:20#0,人たちがこの助数詞はこうしましょう っていう基準を設けなかったから
morpheme,40#17:24#0,こそこんなに面白すぎる時点が 生まれたということですね
morpheme,40#17:28#0,これ面白いわ でしょ
morpheme,40#17:30#0,他にはですねパソコンなんて数え ますか
morpheme,40#17:34#0,パソコンも台じゃないですか 台ですよね
morpheme,40#17:36#0,なんでマウスは台と数えないんですか マウスはこうですかね
morpheme,40#17:41#0,こうですよね なんでだと思います
morpheme,40#17:44#0,台の本質に関わるんですよね さっきの車の台とはまた別で
morpheme,40#17:48#0,はぁはぁでもあれじゃない パソコンは結局四角いけど
morpheme,40#17:52#0,マウスは丸いじゃないですか マウスパッドは台になるんじゃない
morpheme,40#17:56#0,ですか そしたら
morpheme,40#17:57#0,ほんとだ 四角関係ないんですよ
morpheme,40#17:59#0,ほんとだ 台の本質はそれ一つだけで機能
morpheme,40#18:03#0,するかどうからしいんです だからパソコンとかはあとスマートフォン
morpheme,40#18:08#0,みたいな単体で機能するものは 台と数えると
morpheme,40#18:12#0,たとえば逆にイヤホンみたいな ものは台と数えられないと
morpheme,40#18:15#0,単体では機能しないから へぇ
morpheme,40#18:17#0,ああ言われてみるとそうか マウスもそうですよね
morpheme,40#18:23#0,うわぁ判例見つけて そう多分あると思う
morpheme,40#18:26#0,何か探したらありそうですけど ただ納得感はありますよね
morpheme,40#18:30#0,台って数えるものスマートフォン が出てきた時に一個と数えなかった
morpheme,40#18:33#0,っていうのは そういう意識の反映が無意識に
morpheme,40#18:37#0,あったんでしょうね そうですね
morpheme,40#18:41#0,最後にめちゃくちゃむずいやつ だけ少しだけ話しますね
morpheme,40#18:45#0,それが本論文ろうそくダイアグラム 収録とかを数えてたあの本
morpheme,40#18:53#0,あれが共通するものないって言って ましたよね
morpheme,40#18:56#0,言った 言ってましたよね
morpheme,40#18:58#0,めっちゃむずいんですけど 一応答えを出してくれたんです
morpheme,40#19:01#0,ちょっと待って今聞いてて不当 思ったこと言っていいですか
morpheme,40#19:07#0,ダイアグラムって流れがあるじゃない ですか
morpheme,40#19:12#0,こう何時にどこどこ出て何時に こうで
morpheme,40#19:15#0,論文もそうじゃないですか 流れがありますよ論子の
morpheme,40#19:18#0,前提a前提bがあって結論があって この流れを細長いものと
morpheme,40#19:23#0,みなして本と数えてるじゃない ですか
morpheme,40#19:26#0,本質迫ってきますね 研究者の結論としては
morpheme,40#19:31#0,ある程度の時間づくに沿って行われる 一続きのもの例えば収録とか練習
morpheme,40#19:36#0,みたいなのっていうのも時間を こう捉えてるわけだし
morpheme,40#19:40#0,ダイアグラムっていうのも本当に ダイアグラムっていうか
morpheme,40#19:42#0,電車一本っていうことありますよね あれも電車のダイアグラムのこれを
morpheme,40#19:46#0,数えてると 電車一本っていう時の一本っていう
morpheme,40#19:51#0,のは電車のダイアグラムを数えてる んだっていう
morpheme,40#19:53#0,本当か電車一本逃しちゃったとか 言うけど
morpheme,40#19:57#0,この電車一本長いなとは言わない ですねとか
morpheme,40#19:59#0,あそこに使われてない電車が一本 あるというのは
morpheme,40#20:02#0,電車のダイアグラムを比喩的に 数えてるのであって
morpheme,40#20:07#0,電車は基本的に台と数えますよね 位置量とかっていう風に数える
morpheme,40#20:11#0,わけで 電車の動きのタイムスケジュール
morpheme,40#20:13#0,のことだけ本と数えてるわけですよ ね
morpheme,40#20:15#0,流れを数えてるんだあれやっぱり それからホームランは何なのか
morpheme,40#20:18#0,というと 放物線を数えてるんじゃないか
morpheme,40#20:21#0,という説を提唱してて ろうそくは形そのままだと
morpheme,40#20:26#0,ということで本っていうのは実は 一応そういう本質で束ねることが
morpheme,40#20:31#0,できるんじゃないかという風に 結論付けていました
morpheme,40#20:34#0,やっぱ助数詞の心が初回言って は考えられないくらい
morpheme,40#20:38#0,僕の中にねばいて 成長してる
morpheme,40#20:41#0,これひょっとしてこうじゃないか って今ひらめいたもん完全に
morpheme,40#20:45#0,ただこの研究者はですね わからないやつあるなと思ってまた
morpheme,40#20:49#0,聞き取り調査を行ってます それが柔道の一本
morpheme,40#20:52#0,わかんねえ なんでだろう
morpheme,40#20:56#0,そうわかんないですよね この先生偉いのが体育会の生徒
morpheme,40#20:59#0,に聞くんですよ 偉い
morpheme,40#21:00#0,柔道部の生徒にごめんつって なんで柔道って一本って数えるんだ
morpheme,40#21:05#0,と思うとか剣道のことかにしたら これ本当かよと思うんですけど
morpheme,40#21:10#0,みんなが育同音に言ったのが 神技体を一本化したことで技が
morpheme,40#21:15#0,決まってるからですっていうらしい です
morpheme,40#21:17#0,それあれでしょ先生が言う説教 くさい話でしょ
morpheme,40#21:21#0,それ学生言う本当に そんなこと
morpheme,40#21:24#0,言ってましたよ そんなことが分かったって言って
morpheme,40#21:26#0,ました 僕中学の時の体育の他人の先生
morpheme,40#21:28#0,とかが言ってるのありありと思い浮 かびますよ
morpheme,40#21:30#0,神技体が一本に揃わないとダメ だから柔道は一本なんだと
morpheme,40#21:36#0,もう助数詞の話ずっと続きすぎて 触手を気味かもしれない
morpheme,40#21:39#0,そうですね もう少しだけ僕に時間をください
morpheme,40#21:42#0,これ勉強して思ったことですね ちょっと振り返りみたいになります
morpheme,40#21:45#0,けど やっぱ助数詞体系なしてるなと思
morpheme,40#21:48#0,ったんです 素手ウルの回でやったやつね
morpheme,40#21:50#0,素手ウルの教え思い出しました ね
morpheme,40#21:54#0,具体的な例の話をしますね ロボット犬が発売されました
morpheme,40#21:58#0,犬ね 昭和かなに最初どう数えられたか
morpheme,40#22:02#0,知ってますロボット犬って でも一匹じゃないですか
morpheme,40#22:06#0,違うんですよ タイだったんですよ最初は
morpheme,40#22:11#0,要は助数詞の体系が完成した直後 完成って本当は体系にはないんですが
morpheme,40#22:17#0,助数詞の体系のその時期にはロボット 犬なんて当然想定されてないわけ
morpheme,40#22:20#0,で だからどこかしらの部位に入れ
morpheme,40#22:22#0,なきゃいけないわけですよね 素手ウルが想定したプールの中の
morpheme,40#22:26#0,どっかに入れなきゃいけないわけ ですよね
morpheme,40#22:27#0,なのでロボット犬はわかんない けどとりあえず機械でしょと
morpheme,40#22:31#0,タイにも突っ込むんですよ ただ
morpheme,40#22:36#0,そもそもタイと数えなかった理由 ですねロボットですからパソコン
morpheme,40#22:40#0,みたいにタイと数えてもいいわけ ですよ
morpheme,40#22:43#0,単体で完結すればタイなんですね ただタイはかなり無機質なので
morpheme,40#22:49#0,ロボット犬が一台家にいるって 言ったとき犬要素めちゃくちゃ
morpheme,40#22:52#0,なくなりますよね ある種めちゃくちゃ際どいライン
morpheme,40#22:55#0,なんですよ ロボットなんか犬なのかってのを
morpheme,40#22:57#0,どう認識してるかが助数詞にめちゃ くちゃ反映されてタイはやめてタイ
morpheme,40#23:02#0,にしたんです 楽しいその話
morpheme,40#23:04#0,タイなら一応例えばですけどアイボン みたいなものも数えられる四足
morpheme,40#23:09#0,方向とか二足方向のロボットとか も数えることができると思うん
morpheme,40#23:12#0,でというわけで最初タイにした ただ
morpheme,40#23:17#0,情が移るにつれてひきと数える ように変わったんですって
morpheme,40#23:22#0,なるほど だから堀本さんの最初の回答に
morpheme,40#23:24#0,あったロボット犬を家に飼って いてその子に愛着が湧いてきた人
morpheme,40#23:28#0,から順にひきと数えるようになって きたということなんですよ
morpheme,40#23:33#0,僕はスルッとひきが出てきたって ことは僕はやっぱりロボットに
morpheme,40#23:36#0,愛着を持ってるんですよね 最初に想定した人たちに比べて
morpheme,40#23:40#0,あるいはもうすでに出来のいいロボット を知ってるからそう数えちゃうかもしれない
morpheme,40#23:45#0,です だから最初ロボット犬って言って
morpheme,40#23:46#0,も犬ほどの反応が得られなかった りしたらどっちかって言ったら
morpheme,40#23:49#0,ロボだなって認識しちゃうと思 うんですよね
morpheme,40#23:52#0,多分ですけどロボットの数え方 と
morpheme,40#23:55#0,ロボット犬ってのは犬だと思います かロボットだと思いますかって
morpheme,40#23:58#0,質問はおそらくリンクすると思います ひきと数える人はどちらかという
morpheme,40#24:03#0,と犬だと答えると思うしっていう だからはっきりとロボットに対して
morpheme,40#24:10#0,こういうふうだと思いますっていうこと って表明してなくても助数詞で
morpheme,40#24:13#0,数えちゃう時点で勝手に出ちゃう と
morpheme,40#24:19#0,投票してない状態はないんですね 呼んでる時点で
morpheme,40#24:24#0,それが例えばtwo robot dogsみたいな ロボトドックスっていうか分かんない
morpheme,40#24:28#0,ですけどっていう数え方だったら 出してないわけですよね生き物
morpheme,40#24:33#0,かそれとも生き物じゃないかみたいな 有生物か無生物か分けてないわけ
morpheme,40#24:36#0,ですよ英語の場合は日本語は助数詞 で数えた段階で既に勝ち判断が
morpheme,40#24:40#0,伴うので
morpheme,40#24:41#0,僕ロボット系の研究室にいたんですけど 大学生の時一つうちの教授がやり
morpheme,40#24:47#0,たがってた研究テーマでルンバ の可愛さっていうテーマやりたがって
morpheme,40#24:52#0,いてルンバって財布だったの機械 だと思ってみんな出してるしみんな
morpheme,40#24:56#0,買ってるから一台ですよね一台 的な感じで家に来るんだけどだんだん
morpheme,40#25:02#0,可愛くなってきて猫乗っけた動画 とかバズったりするわけでだんだん
morpheme,40#25:07#0,引っかかってるのが可愛いうちの ルンバちゃん救出してあげたみたいな
morpheme,40#25:12#0,感じになってきていてtwitterを 分析してると明らかにみんな途中
morpheme,40#25:15#0,から愛顔動物としてルンバを見始め ているとだから掃除なんてなんなら
morpheme,40#25:20#0,失敗しててもいいみたいな感じ になっているのでこの可愛さを
morpheme,40#25:24#0,出していけば工業製品に未来がある つまりルンバって掃除機能を高める
morpheme,40#25:29#0,しか今までは試乗で戦う方法がなかったん だけど可愛さで圧倒したルンバ
morpheme,40#25:35#0,掃除あんまできないんだけど可愛 さで圧倒したルンバがいれば勝てる
morpheme,40#25:38#0,可能性があるわけですよラケット でだからこれは工業的に非常に
morpheme,40#25:40#0,興味のあるテーマでやったほう がいいみたいなこと言ったんです
morpheme,40#25:43#0,けどこの助数子の話を踏まえて 言うなら代を匹にしあるいは一人
morpheme,40#25:50#0,にするっていう研究だったんだな あれはって思いました
morpheme,40#25:54#0,そして多分教授は定量的なもしか したらルンバに対する愛着みたいな
morpheme,40#25:59#0,のを数値化できなかったかもしれない けど助数子の変遷を見ればルンバ
morpheme,40#26:03#0,の数え方の変遷を見るとおそらく 匹がどんどん増えていくので
morpheme,40#26:06#0,本当だ それで数値化できると思います
morpheme,40#26:08#0,これ分析かけたら超面白いですね そうそうと思います
morpheme,40#26:11#0,いいわ っていうのがちょっと一つ思った
morpheme,40#26:15#0,ことでこれに関して飯田先生は また面白いこと言っていてポケベル
morpheme,40#26:20#0,も最初代だったと言っていたんです 高校生が持つようになると高校生
morpheme,40#26:25#0,はアクセサリー感覚になってつまり 機械ではなくて自分のアクセサリー
morpheme,40#26:29#0,だと認識した辺りから匹に変わ っていったと電話機というのも
morpheme,40#26:37#0,最初は代だったが携帯になって みんなが持ち運ぶようになった
morpheme,40#26:40#0,結果匹に変わったとだからスマートフォン も私は発売から10年今経ったけれども
morpheme,40#26:47#0,みんなそろそろこと数え始めるん じゃないかと思っていただけれども
morpheme,40#26:50#0,いつまでだってもスマートフォン はみんな代としか数えないのが
morpheme,40#26:53#0,ちょっと不思議だったと言って 助数詞感覚鋭敏すぎって話になった
morpheme,40#26:59#0,ずっと考えてるんでしょうね そのこと
morpheme,40#27:01#0,だからいつまでだっても代から 変わらなくて確かにスマートフォン
morpheme,40#27:05#0,本当に機能が多いのでこと数える には抵抗があるのかとかもし助数詞
morpheme,40#27:11#0,が変わるとしたら超薄型が出た ときにmaiとして数えるんだとか
morpheme,40#27:16#0,何を考えてるんだろうこの人は っていうことをずっと考えていて
morpheme,40#27:20#0,愛おしいなって
morpheme,40#27:21#0,そうですねあとちょっと今僕すげー 笑ってしまったんですけど僕も水野
morpheme,40#27:28#0,さんもめっちゃ早口で思う
morpheme,40#27:30#0,本当
morpheme,40#27:31#0,やばい僕自分でルンバの話してて すげー俺早口でしゃべってんなー
morpheme,40#27:36#0,と思って
morpheme,40#27:37#0,まじか俺気をつけてるけど早口 でした
morpheme,40#27:38#0,テンション上がったオタク特有の 早口だなと思ってビビったんです
morpheme,40#27:43#0,俺ながらで割れながらビビった 気をつけよって思って今水野さん
morpheme,40#27:47#0,ターン渡ったら水野さんもめっちゃ 早口出たねオタク特有の早口ラジオ
morpheme,40#27:53#0,になってる
morpheme,40#27:54#0,わー出ちゃった出ちゃったしょう がないなもう
morpheme,40#27:57#0,ちょっとテンション上がってしま ったんで
morpheme,40#27:58#0,いやー助数詞やっぱやばいんでね
morpheme,40#28:00#0,これやばいですね面白いわ
morpheme,40#28:02#0,威力エグいんで
morpheme,40#28:03#0,だから0.95倍速で聞いてもらった 気持ちじゃない
morpheme,40#28:07#0,そんなないでしょ
morpheme,40#28:08#0,ということで今回はその助数詞 なんでそれなの的な話とそれから
morpheme,40#28:19#0,助数詞も体型なしてるんじゃない かみたいなそしてルンバの数え
morpheme,40#28:24#0,方そしてロボット研の数え方という ので日本人の認識が見れるという
morpheme,40#28:30#0,話をしました
morpheme,40#28:31#0,一応これは前回の予告通り助数 詞というのは日本人の認識その
morpheme,40#28:35#0,ものだというような話を最後に 軽くしたんですけどそれが確かめ
morpheme,40#28:39#0,られたような話だったんですが この後この後っていうか本当はね
morpheme,40#28:44#0,もう3回とかでおらせる予定だったん ですけどちょっとあまりにも長く
morpheme,40#28:47#0,なっちゃうので
morpheme,40#28:48#0,オタク特有の早口が出てしまいました からね
morpheme,40#28:51#0,この後その助数詞の一般法則的な やつ言語一般に見られる助数詞
morpheme,40#28:56#0,に関する抽象的な法則について 話していき僕最後の結論として
morpheme,40#29:02#0,助数詞とはゲルニカだという結論 を導きたいと思ってます
morpheme,40#29:06#0,引きあるさすがですね面白そう
morpheme,40#29:10#0,ピカソというゲルニカだと思います 僕はあれはという話をできたら
morpheme,40#29:13#0,と思ってますのでもう1回だけね ちょっと僕にチャンスをください
morpheme,40#29:18#0,だんだんズルズル伸びていくっていう やつになってますけどでも面白い
morpheme,40#29:22#0,んで多分みんなも聞いてるみんな もなってるんじゃないですか助数詞
morpheme,40#29:25#0,図廃
morpheme,40#29:26#0,いや嬉しいですねそんな人が1人 でも増えていけば
morpheme,40#29:28#0,そうですねじゃあ次回も引き続き 皆さんお付き合いいただければ
morpheme,40#29:32#0,と思います
morpheme,40#29:33#0,はい
morpheme,40#29:34#0,じゃあ終わりにしましょうありがとうございました
morpheme,40#29:36#0,ありがとうございました
morpheme,39#00:00#0,【はじめしゃちょーエンディング】
morpheme,39#00:30#0,【はじめしゃちょーエンディング】
morpheme,39#01:00#0,【はじめしゃちょーエンディング】
morpheme,39#01:31#0,【はじめしゃちょーエンディング】
morpheme,39#01:34#0,【はじめしゃちょーエンディング】
morpheme,39#01:37#0,【はじめしゃちょーエンディング】
morpheme,39#01:40#0,【はじめしゃちょーエンディング】
morpheme,39#01:43#0,【はじめしゃちょーエンディング】
morpheme,39#01:46#0,【はじめしゃちょーエンディング】
morpheme,39#01:50#0,【はじめしゃちょーエンディング】
morpheme,39#01:52#0,【はじめしゃちょーエンディング】
morpheme,39#01:55#0,【はじめしゃちょーエンディング】
morpheme,39#01:58#0,【はじめしゃちょーエンディング】
morpheme,39#02:02#0,【はじめしゃちょーエンディング】
morpheme,39#02:05#0,【はじめしゃちょーエンディング】
morpheme,39#02:09#0,【はじめしゃちょーエンディング】
morpheme,39#02:12#0,【はじめしゃちょーエンディング】
morpheme,39#02:16#0,【はじめしゃちょーエンディング】
morpheme,39#02:19#0,【はじめしゃちょーエンディング】
morpheme,39#02:23#0,【はじめしゃちょーエンディング】
morpheme,39#02:26#0,【はじめしゃちょーエンディング】
morpheme,39#02:30#0,【はじめしゃちょーエンディング】
morpheme,39#02:33#0,【はじめしゃちょーエンディング】
morpheme,39#02:37#0,【はじめしゃちょーエンディング】
morpheme,39#02:40#0,【はじめしゃちょーエンディング】
morpheme,39#02:44#0,【はじめしゃちょーエンディング】
morpheme,39#02:47#0,【はじめしゃちょーエンディング】
morpheme,39#02:51#0,【はじめしゃちょーエンディング】
morpheme,39#02:54#0,【はじめしゃちょーエンディング】
morpheme,39#02:58#0,【はじめしゃちょーエンディング】
morpheme,39#03:01#0,【はじめしゃちょーエンディング】
morpheme,39#03:05#0,【はじめしゃちょーエンディング】
morpheme,39#03:08#0,【はじめしゃちょーエンディング】
morpheme,39#03:12#0,【はじめしゃちょーエンディング】
morpheme,39#03:15#0,【はじめしゃちょーエンディング】
morpheme,39#03:19#0,【はじめしゃちょーエンディング】
morpheme,39#03:22#0,【はじめしゃちょーエンディング】
morpheme,39#03:26#0,【はじめしゃちょーエンディング】
morpheme,39#03:29#0,【はじめしゃちょーエンディング】
morpheme,39#03:33#0,【はじめしゃちょーエンディング】
morpheme,39#03:36#0,【はじめしゃちょーエンディング】
morpheme,39#03:40#0,【はじめしゃちょーエンディング】
morpheme,39#03:43#0,【はじめしゃちょーエンディング】
morpheme,39#03:47#0,【はじめしゃちょーエンディング】
morpheme,39#03:50#0,【はじめしゃちょーエンディング】
morpheme,39#03:54#0,【はじめしゃちょーエンディング】
morpheme,39#03:57#0,【はじめしゃちょーエンディング】
morpheme,39#04:01#0,【はじめしゃちょーエンディング】
morpheme,39#04:04#0,【はじめしゃちょーエンディング】
morpheme,39#04:08#0,【はじめしゃちょーエンディング】
morpheme,39#04:11#0,【はじめしゃちょーエンディング】
morpheme,39#04:15#0,【はじめしゃちょーエンディング】
morpheme,39#04:18#0,【はじめしゃちょーエンディング】
morpheme,39#04:22#0,【はじめしゃちょーエンディング】
morpheme,39#04:25#0,【はじめしゃちょーエンディング】
morpheme,39#04:29#0,【はじめしゃちょーエンディング】
morpheme,39#04:32#0,【はじめしゃちょーエンディング】
morpheme,39#04:36#0,【はじめしゃちょーエンディング】
morpheme,39#04:39#0,【はじめしゃちょーエンディング】
morpheme,39#04:43#0,【はじめしゃちょーエンディング】
morpheme,39#04:46#0,【はじめしゃちょーエンディング】
morpheme,39#04:50#0,【はじめしゃちょーエンディング】
morpheme,39#04:53#0,【はじめしゃちょーエンディング】
morpheme,39#04:57#0,【はじめしゃちょーエンディング】
morpheme,39#05:00#0,【はじめしゃちょーエンディング】
morpheme,39#05:04#0,【はじめしゃちょーエンディング】
morpheme,39#05:07#0,【はじめしゃちょーエンディング】
morpheme,39#05:11#0,【はじめしゃちょーエンディング】
morpheme,39#05:14#0,【はじめしゃちょーエンディング】
morpheme,39#05:18#0,【はじめしゃちょーエンディング】
morpheme,39#05:21#0,【はじめしゃちょーエンディング】
morpheme,39#05:25#0,【はじめしゃちょーエンディング】
morpheme,39#05:28#0,【はじめしゃちょーエンディング】
morpheme,39#05:32#0,【はじめしゃちょーエンディング】
morpheme,39#05:35#0,【はじめしゃちょーエンディング】
morpheme,39#05:39#0,【はじめしゃちょーエンディング】
morpheme,39#05:42#0,【はじめしゃちょーエンディング】
morpheme,39#05:46#0,【はじめしゃちょーエンディング】
morpheme,39#05:49#0,【はじめしゃちょーエンディング】
morpheme,39#05:53#0,【はじめしゃちょーエンディング】
morpheme,39#05:56#0,【はじめしゃちょーエンディング】
morpheme,39#06:00#0,【はじめしゃちょーエンディング】
morpheme,39#06:03#0,【はじめしゃちょーエンディング】
morpheme,39#06:07#0,【はじめしゃちょーエンディング】
morpheme,39#06:10#0,【はじめしゃちょーエンディング】
morpheme,39#06:14#0,【はじめしゃちょーエンディング】
morpheme,39#06:17#0,【はじめしゃちょーエンディング】
