      ,Type    ,Id            ,Token
98177 ,morpheme,59#00:40:17#0 ,学習
98178 ,morpheme,59#00:40:19#0 ,学習
98179 ,morpheme,59#00:40:21#0 ,学習
98180 ,morpheme,59#00:40:23#0 ,学習
98181 ,morpheme,59#00:40:25#0 ,学習
98182 ,morpheme,59#00:40:27#0 ,学習
98183 ,morpheme,59#00:40:29#0 ,学習
98184 ,morpheme,59#00:40:31#0 ,学習
98185 ,morpheme,59#00:40:33#0 ,学習
98186 ,morpheme,59#00:40:35#0 ,学習
98187 ,morpheme,59#00:40:37#0 ,学習
98188 ,morpheme,59#00:40:39#0 ,学習
98189 ,morpheme,59#00:40:41#0 ,学習
98190 ,morpheme,59#00:40:43#0 ,学習
98191 ,morpheme,59#00:40:45#0 ,学習
98192 ,morpheme,59#00:40:47#0 ,学習
98193 ,morpheme,59#00:40:49#0 ,学習
98194 ,morpheme,59#00:40:51#0 ,学習
98195 ,morpheme,59#00:40:53#0 ,学習
98196 ,morpheme,59#00:40:55#0 ,学習
98197 ,morpheme,59#00:40:57#0 ,学習
98198 ,morpheme,59#00:40:59#0 ,学習
98199 ,morpheme,59#00:41:01#0 ,学習
98200 ,morpheme,59#00:41:03#0 ,学習
98201 ,morpheme,59#00:41:05#0 ,学習
98202 ,morpheme,59#00:41:07#0 ,学習
98203 ,morpheme,59#00:41:09#0 ,学習
98204 ,morpheme,59#00:41:11#0 ,学習
98205 ,morpheme,59#00:41:13#0 ,学習
98206 ,morpheme,59#00:41:15#0 ,学習
98207 ,morpheme,59#00:41:17#0 ,学習
98208 ,morpheme,59#00:41:19#0 ,学習
98209 ,morpheme,59#00:41:21#0 ,学習
98210 ,morpheme,59#00:41:23#0 ,学習
98211 ,morpheme,59#00:41:25#0 ,学習
98212 ,morpheme,59#00:41:27#0 ,学習
98213 ,morpheme,59#00:41:29#0 ,学習
98214 ,morpheme,59#00:41:31#0 ,学習
98215 ,morpheme,59#00:41:33#0 ,学習
98216 ,morpheme,59#00:41:35#0 ,学習
98217 ,morpheme,59#00:41:37#0 ,学習
98218 ,morpheme,59#00:41:39#0 ,学習
98219 ,morpheme,59#00:41:41#0 ,学習
98220 ,morpheme,59#00:41:43#0 ,学習
98221 ,morpheme,59#00:41:45#0 ,学習
98222 ,morpheme,59#00:41:47#0 ,学習
98223 ,morpheme,59#00:41:49#0 ,学習
98224 ,morpheme,59#00:41:51#0 ,学習
98225 ,morpheme,59#00:41:53#0 ,学習
98226 ,morpheme,59#00:41:55#0 ,学習
98227 ,morpheme,59#00:41:57#0 ,学習
98228 ,morpheme,59#00:41:59#0 ,学習
98229 ,morpheme,59#00:42:01#0 ,学習
98230 ,morpheme,59#00:42:03#0 ,学習
98231 ,morpheme,59#00:42:05#0 ,学習
98232 ,morpheme,59#00:42:07#0 ,学習
98233 ,morpheme,59#00:42:09#0 ,学習
98234 ,morpheme,59#00:42:11#0 ,学習
98235 ,morpheme,59#00:42:13#0 ,学習
98236 ,morpheme,59#00:42:15#0 ,学習
98237 ,morpheme,59#00:42:17#0 ,学習
98238 ,morpheme,59#00:42:19#0 ,学習
98239 ,morpheme,59#00:42:21#0 ,学習
98240 ,morpheme,59#00:42:23#0 ,学習
98241 ,morpheme,59#00:42:25#0 ,学習
98242 ,morpheme,59#00:42:27#0 ,学習
98243 ,morpheme,59#00:42:29#0 ,学習
98244 ,morpheme,59#00:42:31#0 ,学習
98245 ,morpheme,59#00:42:33#0 ,学習
98246 ,morpheme,59#00:42:35#0 ,学習
98247 ,morpheme,59#00:42:37#0 ,学習
98248 ,morpheme,59#00:42:39#0 ,学習
98249 ,morpheme,59#00:42:41#0 ,学習
98250 ,morpheme,59#00:42:43#0 ,学習
98251 ,morpheme,59#00:42:45#0 ,学習
98252 ,morpheme,59#00:42:47#0 ,学習
98253 ,morpheme,59#00:42:49#0 ,学習
98254 ,morpheme,59#00:42:51#0 ,学習
98255 ,morpheme,59#00:42:53#0 ,学習
98256 ,morpheme,59#00:42:55#0 ,学習
98257 ,morpheme,59#00:42:57#0 ,学習
98258 ,morpheme,59#00:42:59#0 ,学習
98259 ,morpheme,59#00:43:01#0 ,学習
98260 ,morpheme,59#00:43:03#0 ,学習
98261 ,morpheme,59#00:43:05#0 ,学習
98262 ,morpheme,59#00:43:07#0 ,学習
98263 ,morpheme,59#00:43:09#0 ,学習
98264 ,morpheme,59#00:43:11#0 ,学習
98265 ,morpheme,59#00:43:13#0 ,学習
98266 ,morpheme,59#00:43:15#0 ,学習
98267 ,morpheme,59#00:43:17#0 ,学習
98268 ,morpheme,59#00:43:19#0 ,学習
98269 ,morpheme,59#00:43:21#0 ,学習
98270 ,morpheme,59#00:43:23#0 ,学習
98271 ,morpheme,59#00:43:25#0 ,学習
98272 ,morpheme,59#00:43:27#0 ,学習
98273 ,morpheme,59#00:43:29#0 ,学習
98274 ,morpheme,59#00:43:31#0 ,学習
98275 ,morpheme,59#00:43:33#0 ,学習
98276 ,morpheme,59#00:43:35#0 ,学習
98277 ,morpheme,59#00:43:37#0 ,学習
98278 ,morpheme,59#00:43:39#0 ,学習
98279 ,morpheme,59#00:43:41#0 ,学習
98280 ,morpheme,59#00:43:43#0 ,学習
98281 ,morpheme,59#00:43:45#0 ,学習
98282 ,morpheme,59#00:43:47#0 ,学習
98283 ,morpheme,59#00:43:49#0 ,学習
98284 ,morpheme,59#00:43:51#0 ,学習
98285 ,morpheme,59#00:43:53#0 ,学習
98286 ,morpheme,59#00:43:55#0 ,学習
98287 ,morpheme,59#00:43:57#0 ,学習
98288 ,morpheme,59#00:43:59#0 ,学習
98289 ,morpheme,59#00:44:01#0 ,学習
98290 ,morpheme,59#00:44:03#0 ,学習
98291 ,morpheme,59#00:44:05#0 ,学習
98292 ,morpheme,59#00:44:07#0 ,学習
98293 ,morpheme,59#00:44:09#0 ,学習
98294 ,morpheme,59#00:44:11#0 ,学習
98295 ,morpheme,59#00:44:13#0 ,学習
98296 ,morpheme,59#00:44:15#0 ,学習
98297 ,morpheme,59#00:44:17#0 ,学習
98298 ,morpheme,59#00:44:19#0 ,学習
98299 ,morpheme,59#00:44:21#0 ,学習
98300 ,morpheme,59#00:44:23#0 ,学習
98301 ,morpheme,59#00:44:25#0 ,学習
98302 ,morpheme,59#00:44:27#0 ,学習
98303 ,morpheme,59#00:44:29#0 ,学習
98304 ,morpheme,59#00:44:31#0 ,学習
98305 ,morpheme,59#00:44:33#0 ,学習
98306 ,morpheme,59#00:44:35#0 ,学習
98307 ,morpheme,59#00:44:37#0 ,学習
98308 ,morpheme,59#00:44:39#0 ,学習
98309 ,morpheme,59#00:44:41#0 ,学習
98310 ,morpheme,59#00:44:43#0 ,学習
98311 ,morpheme,59#00:44:45#0 ,学習
98312 ,morpheme,59#00:44:47#0 ,学習
98313 ,morpheme,59#00:44:49#0 ,学習
98314 ,morpheme,59#00:44:51#0 ,学習
98315 ,morpheme,59#00:44:53#0 ,学習
98316 ,morpheme,59#00:44:55#0 ,学習
98317 ,morpheme,59#00:44:57#0 ,学習
98318 ,morpheme,59#00:44:59#0 ,学習
98319 ,morpheme,59#00:45:01#0 ,学習
98320 ,morpheme,59#00:45:03#0 ,学習
98321 ,morpheme,59#00:45:05#0 ,学習
98322 ,morpheme,59#00:45:07#0 ,学習
98323 ,morpheme,59#00:45:09#0 ,学習
98324 ,morpheme,59#00:45:11#0 ,学習
98325 ,morpheme,59#00:45:13#0 ,学習
98326 ,morpheme,59#00:45:15#0 ,学習
98327 ,morpheme,59#00:45:17#0 ,学習
98328 ,morpheme,59#00:45:19#0 ,学習
98329 ,morpheme,59#00:45:21#0 ,学習
98330 ,morpheme,59#00:45:23#0 ,学習
98331 ,morpheme,59#00:45:25#0 ,学習
98332 ,morpheme,59#00:45:27#0 ,学習
98333 ,morpheme,59#00:45:29#0 ,学習
98334 ,morpheme,59#00:45:31#0 ,学習
98335 ,morpheme,59#00:45:33#0 ,学習
98336 ,morpheme,59#00:45:35#0 ,学習
98337 ,morpheme,59#00:45:37#0 ,学習
98338 ,morpheme,59#00:45:39#0 ,学習
98339 ,morpheme,59#00:45:41#0 ,学習
98340 ,morpheme,59#00:45:43#0 ,学習
98341 ,morpheme,59#00:45:45#0 ,学習
98342 ,morpheme,59#00:45:47#0 ,学習
98343 ,morpheme,59#00:45:49#0 ,学習
98344 ,morpheme,59#00:45:51#0 ,学習
98345 ,morpheme,59#00:45:53#0 ,学習
98346 ,morpheme,59#00:45:55#0 ,学習
98347 ,morpheme,59#00:45:57#0 ,学習
98348 ,morpheme,59#00:45:59#0 ,学習
98349 ,morpheme,59#00:46:01#0 ,学習
98350 ,morpheme,59#00:46:03#0 ,学習
98351 ,morpheme,59#00:46:05#0 ,学習
98352 ,morpheme,59#00:46:07#0 ,学習
98353 ,morpheme,59#00:46:09#0 ,学習
98354 ,morpheme,59#00:46:11#0 ,学習
98355 ,morpheme,59#00:46:13#0 ,学習
98356 ,morpheme,59#00:46:15#0 ,学習
98357 ,morpheme,59#00:46:17#0 ,学習
98358 ,morpheme,59#00:46:19#0 ,学習
98359 ,morpheme,59#00:46:21#0 ,学習
98360 ,morpheme,59#00:46:23#0 ,学習
98361 ,morpheme,59#00:46:25#0 ,学習
98362 ,morpheme,59#00:46:27#0 ,学習
98363 ,morpheme,59#00:46:29#0 ,学習
98364 ,morpheme,59#00:46:31#0 ,学習
98365 ,morpheme,59#00:46:33#0 ,学習
98366 ,morpheme,59#00:46:35#0 ,学習
98367 ,morpheme,59#00:46:37#0 ,学習
98368 ,morpheme,59#00:46:39#0 ,学習
98369 ,morpheme,59#00:46:41#0 ,学習
98370 ,morpheme,59#00:46:43#0 ,学習
98371 ,morpheme,59#00:46:45#0 ,学習
98372 ,morpheme,59#00:46:47#0 ,学習
98373 ,morpheme,59#00:46:49#0 ,学習
98374 ,morpheme,59#00:46:51#0 ,学習
98375 ,morpheme,59#00:46:53#0 ,学習
98376 ,morpheme,59#00:46:55#0 ,学習
98377 ,morpheme,59#00:46:57#0 ,学習
98378 ,morpheme,59#00:46:59#0 ,学習
98379 ,morpheme,59#00:47:01#0 ,学習
98380 ,morpheme,59#00:47:03#0 ,学習
98381 ,morpheme,59#00:47:05#0 ,学習
98382 ,morpheme,59#00:47:07#0 ,学習
98383 ,morpheme,59#00:47:09#0 ,学習
98384 ,morpheme,59#00:47:11#0 ,学習
98385 ,morpheme,59#00:47:13#0 ,学習
98386 ,morpheme,59#00:47:15#0 ,学習
98387 ,morpheme,59#00:47:17#0 ,学習
98388 ,morpheme,59#00:47:19#0 ,学習
98389 ,morpheme,59#00:47:21#0 ,学習
98390 ,morpheme,59#00:47:23#0 ,学習
98391 ,morpheme,59#00:47:25#0 ,学習
98392 ,morpheme,59#00:47:27#0 ,学習
98393 ,morpheme,59#00:47:29#0 ,学習
98394 ,morpheme,59#00:47:31#0 ,学習
98395 ,morpheme,59#00:47:33#0 ,学習
98396 ,morpheme,59#00:47:35#0 ,学習
98397 ,morpheme,59#00:47:37#0 ,学習
98398 ,morpheme,59#00:47:39#0 ,学習
98399 ,morpheme,59#00:47:41#0 ,学習
98400 ,morpheme,59#00:47:43#0 ,学習
98401 ,morpheme,59#00:47:45#0 ,学習
98402 ,morpheme,59#00:47:47#0 ,学習
98403 ,morpheme,59#00:47:49#0 ,学習
98404 ,morpheme,59#00:47:51#0 ,学習
98405 ,morpheme,59#00:47:53#0 ,学習
98406 ,morpheme,59#00:47:55#0 ,学習
98407 ,morpheme,59#00:47:57#0 ,学習
98408 ,morpheme,59#00:47:59#0 ,学習
98409 ,morpheme,59#00:48:01#0 ,学習
98410 ,morpheme,59#00:48:03#0 ,学習
98411 ,morpheme,59#00:48:05#0 ,学習
98412 ,morpheme,59#00:48:07#0 ,学習
98413 ,morpheme,59#00:48:09#0 ,学習
98414 ,morpheme,59#00:48:11#0 ,学習
98415 ,morpheme,59#00:48:13#0 ,学習
98416 ,morpheme,59#00:48:15#0 ,学習
98417 ,morpheme,59#00:48:17#0 ,学習
98418 ,morpheme,59#00:48:19#0 ,学習
98419 ,morpheme,59#00:48:21#0 ,学習
98420 ,morpheme,59#00:48:23#0 ,学習
98421 ,morpheme,59#00:48:25#0 ,学習
98422 ,morpheme,59#00:48:27#0 ,学習
98423 ,morpheme,59#00:48:29#0 ,学習
98424 ,morpheme,59#00:48:31#0 ,学習
98425 ,morpheme,59#00:48:33#0 ,学習
98426 ,morpheme,59#00:48:35#0 ,学習
98427 ,morpheme,59#00:48:37#0 ,学習
98428 ,morpheme,59#00:48:39#0 ,学習
98429 ,morpheme,59#00:48:41#0 ,学習
98430 ,morpheme,59#00:48:43#0 ,学習
98431 ,morpheme,59#00:48:45#0 ,学習
98432 ,morpheme,59#00:48:47#0 ,学習
98433 ,morpheme,59#00:48:49#0 ,学習
98434 ,morpheme,59#00:48:51#0 ,学習
98435 ,morpheme,59#00:48:53#0 ,学習
98436 ,morpheme,59#00:48:55#0 ,学習
98437 ,morpheme,59#00:48:57#0 ,学習
98438 ,morpheme,59#00:48:59#0 ,学習
98439 ,morpheme,59#00:49:01#0 ,学習
98440 ,morpheme,59#00:49:03#0 ,学習
98441 ,morpheme,59#00:49:05#0 ,学習
98442 ,morpheme,59#00:49:07#0 ,学習
98443 ,morpheme,59#00:49:09#0 ,学習
98444 ,morpheme,59#00:49:11#0 ,学習
98445 ,morpheme,59#00:49:13#0 ,学習
98446 ,morpheme,59#00:49:15#0 ,学習
98447 ,morpheme,59#00:49:17#0 ,学習
98448 ,morpheme,59#00:49:19#0 ,学習
98449 ,morpheme,59#00:49:21#0 ,学習
98450 ,morpheme,59#00:49:23#0 ,学習
98451 ,morpheme,59#00:49:25#0 ,学習
98452 ,morpheme,59#00:49:27#0 ,学習
98453 ,morpheme,59#00:49:29#0 ,学習
98454 ,morpheme,59#00:49:31#0 ,学習
98455 ,morpheme,59#00:49:33#0 ,学習
98456 ,morpheme,59#00:49:35#0 ,学習
98457 ,morpheme,59#00:49:37#0 ,学習
98458 ,morpheme,59#00:49:39#0 ,学習
98459 ,morpheme,59#00:49:41#0 ,学習
98460 ,morpheme,59#00:49:43#0 ,学習
98461 ,morpheme,59#00:49:45#0 ,学習
98462 ,morpheme,59#00:49:47#0 ,学習
98463 ,morpheme,59#00:49:49#0 ,学習
98464 ,morpheme,59#00:49:51#0 ,学習
98465 ,morpheme,59#00:49:53#0 ,学習
98466 ,morpheme,59#00:49:55#0 ,学習
98467 ,morpheme,59#00:49:57#0 ,学習
98468 ,morpheme,59#00:49:59#0 ,学習
98469 ,morpheme,59#00:50:01#0 ,学習
98470 ,morpheme,59#00:50:03#0 ,学習
98471 ,morpheme,59#00:50:05#0 ,学習
98472 ,morpheme,59#00:50:07#0 ,学習
98473 ,morpheme,59#00:50:09#0 ,学習
98474 ,morpheme,59#00:50:11#0 ,学習
98475 ,morpheme,59#00:50:13#0 ,学習
98476 ,morpheme,59#00:50:15#0 ,学習
98477 ,morpheme,59#00:50:17#0 ,学習
98478 ,morpheme,59#00:50:19#0 ,学習
98479 ,morpheme,59#00:50:21#0 ,学習
98480 ,morpheme,59#00:50:23#0 ,学習
98481 ,morpheme,59#00:50:25#0 ,学習
98482 ,morpheme,59#00:50:27#0 ,学習
98483 ,morpheme,59#00:50:29#0 ,学習
98484 ,morpheme,59#00:50:31#0 ,学習
98485 ,morpheme,59#00:50:33#0 ,学習
98486 ,morpheme,59#00:50:35#0 ,学習
98487 ,morpheme,59#00:50:37#0 ,学習
98488 ,morpheme,59#00:50:39#0 ,学習
98489 ,morpheme,59#00:50:41#0 ,学習
98490 ,morpheme,59#00:50:43#0 ,学習
98491 ,morpheme,59#00:50:45#0 ,学習
98492 ,morpheme,59#00:50:47#0 ,学習
98493 ,morpheme,59#00:50:49#0 ,学習
98494 ,morpheme,59#00:50:51#0 ,学習
98495 ,morpheme,59#00:50:53#0 ,学習
98496 ,morpheme,59#00:50:55#0 ,学習
98497 ,morpheme,59#00:50:57#0 ,学習
98498 ,morpheme,59#00:50:59#0 ,学習
98499 ,morpheme,59#00:51:01#0 ,学習
98500 ,morpheme,59#00:51:03#0 ,学習
98501 ,morpheme,59#00:51:05#0 ,学習
98502 ,morpheme,59#00:51:07#0 ,学習
98503 ,morpheme,59#00:51:09#0 ,学習
98504 ,morpheme,59#00:51:11#0 ,学習
98505 ,morpheme,59#00:51:13#0 ,学習
98506 ,morpheme,59#00:51:15#0 ,学習
98507 ,morpheme,59#00:51:17#0 ,学習
98508 ,morpheme,59#00:51:19#0 ,学習
98509 ,morpheme,59#00:51:21#0 ,学習
98510 ,morpheme,59#00:51:23#0 ,学習
98511 ,morpheme,59#00:51:25#0 ,学習
98512 ,morpheme,59#00:51:27#0 ,学習
98513 ,morpheme,59#00:51:29#0 ,学習
98514 ,morpheme,59#00:51:31#0 ,学習
98515 ,morpheme,59#00:51:33#0 ,学習
98516 ,morpheme,59#00:51:35#0 ,学習
98517 ,morpheme,59#00:51:37#0 ,学習
98518 ,morpheme,59#00:51:39#0 ,学習
98519 ,morpheme,59#00:51:41#0 ,学習
98520 ,morpheme,59#00:51:43#0 ,学習
98521 ,morpheme,59#00:51:45#0 ,学習
98522 ,morpheme,59#00:51:47#0 ,学習
98523 ,morpheme,59#00:51:49#0 ,学習
98524 ,morpheme,59#00:51:51#0 ,学習
98525 ,morpheme,59#00:51:53#0 ,学習
98526 ,morpheme,59#00:51:55#0 ,学習
98527 ,morpheme,59#00:51:57#0 ,学習
98528 ,morpheme,59#00:51:59#0 ,学習
98529 ,morpheme,59#00:52:01#0 ,学習
98530 ,morpheme,59#00:52:03#0 ,学習
98531 ,morpheme,59#00:52:05#0 ,学習
98532 ,morpheme,59#00:52:07#0 ,学習
98533 ,morpheme,59#00:52:09#0 ,学習
98534 ,morpheme,59#00:52:11#0 ,学習
98535 ,morpheme,59#00:52:13#0 ,学習
98536 ,morpheme,59#00:52:15#0 ,学習
98537 ,morpheme,59#00:52:17#0 ,学習
98538 ,morpheme,59#00:52:19#0 ,学習
98539 ,morpheme,59#00:52:21#0 ,学習
98540 ,morpheme,59#00:52:23#0 ,学習
98541 ,morpheme,59#00:52:25#0 ,学習
98542 ,morpheme,59#00:52:27#0 ,学習
98543 ,morpheme,59#00:52:29#0 ,学習
98544 ,morpheme,59#00:52:31#0 ,学習
98545 ,morpheme,59#00:52:33#0 ,学習
98546 ,morpheme,59#00:52:35#0 ,学習
98547 ,morpheme,59#00:52:37#0 ,学習
98548 ,morpheme,59#00:52:39#0 ,学習
98549 ,morpheme,59#00:52:41#0 ,学習
98550 ,morpheme,59#00:52:43#0 ,学習
98551 ,morpheme,59#00:52:45#0 ,学習
98552 ,morpheme,59#00:52:47#0 ,学習
98553 ,morpheme,59#00:52:49#0 ,学習
98554 ,morpheme,59#00:52:51#0 ,学習
98555 ,morpheme,59#00:52:53#0 ,学習
98556 ,morpheme,59#00:52:55#0 ,学習
98557 ,morpheme,59#00:52:57#0 ,学習
98558 ,morpheme,59#00:52:59#0 ,学習
98559 ,morpheme,59#00:53:01#0 ,学習
98560 ,morpheme,59#00:53:03#0 ,学習
98561 ,morpheme,59#00:53:05#0 ,学習
98562 ,morpheme,59#00:53:07#0 ,学習
98563 ,morpheme,59#00:53:09#0 ,学習
98564 ,morpheme,59#00:53:11#0 ,学習
98565 ,morpheme,59#00:53:13#0 ,学習
98566 ,morpheme,59#00:53:15#0 ,学習
98567 ,morpheme,59#00:53:17#0 ,学習
98568 ,morpheme,59#00:53:19#0 ,学習
98569 ,morpheme,59#00:53:21#0 ,学習
98570 ,morpheme,59#00:53:23#0 ,学習
98571 ,morpheme,59#00:53:25#0 ,学習
98572 ,morpheme,59#00:53:27#0 ,学習
98573 ,morpheme,59#00:53:29#0 ,学習
98574 ,morpheme,59#00:53:31#0 ,学習
98575 ,morpheme,59#00:53:33#0 ,学習
98576 ,morpheme,59#00:53:35#0 ,学習
98577 ,morpheme,59#00:53:37#0 ,学習
98578 ,morpheme,59#00:53:39#0 ,学習
98579 ,morpheme,59#00:53:41#0 ,学習
98580 ,morpheme,59#00:53:43#0 ,学習
98581 ,morpheme,59#00:53:45#0 ,学習
98582 ,morpheme,59#00:53:47#0 ,学習
98583 ,morpheme,59#00:53:49#0 ,学習
98584 ,morpheme,59#00:53:51#0 ,学習
98585 ,morpheme,59#00:53:53#0 ,学習
98586 ,morpheme,59#00:53:55#0 ,学習
98587 ,morpheme,59#00:53:57#0 ,学習
98588 ,morpheme,59#00:53:59#0 ,学習
98589 ,morpheme,59#00:54:01#0 ,学習
98590 ,morpheme,59#00:54:03#0 ,学習
98591 ,morpheme,59#00:54:05#0 ,学習
98592 ,morpheme,59#00:54:07#0 ,学習
98593 ,morpheme,59#00:54:09#0 ,学習
98594 ,morpheme,59#00:54:11#0 ,学習
98595 ,morpheme,59#00:54:13#0 ,学習
98596 ,morpheme,59#00:54:15#0 ,学習
98597 ,morpheme,59#00:54:17#0 ,学習
98598 ,morpheme,59#00:54:19#0 ,学習
98599 ,morpheme,59#00:54:21#0 ,学習
98600 ,morpheme,59#00:54:23#0 ,学習
98601 ,morpheme,59#00:54:25#0 ,学習
98602 ,morpheme,59#00:54:27#0 ,学習
98603 ,morpheme,59#00:54:29#0 ,学習
98604 ,morpheme,59#00:54:31#0 ,学習
98605 ,morpheme,59#00:54:33#0 ,学習
98606 ,morpheme,59#00:54:35#0 ,学習
98607 ,morpheme,59#00:54:37#0 ,学習
98608 ,morpheme,59#00:54:39#0 ,学習
98609 ,morpheme,59#00:54:41#0 ,学習
98610 ,morpheme,59#00:54:43#0 ,学習
98611 ,morpheme,59#00:54:45#0 ,学習
98612 ,morpheme,59#00:54:47#0 ,学習
98613 ,morpheme,59#00:54:49#0 ,学習
98614 ,morpheme,59#00:54:51#0 ,学習
98615 ,morpheme,59#00:54:53#0 ,学習
98616 ,morpheme,59#00:54:55#0 ,学習
98617 ,morpheme,59#00:54:57#0 ,学習
98618 ,morpheme,59#00:54:59#0 ,学習
98619 ,morpheme,59#00:55:01#0 ,学習
98620 ,morpheme,59#00:55:03#0 ,学習
98621 ,morpheme,59#00:55:05#0 ,学習
98622 ,morpheme,59#00:55:07#0 ,学習
98623 ,morpheme,59#00:55:09#0 ,学習
98624 ,morpheme,59#00:55:11#0 ,学習
98625 ,morpheme,59#00:55:13#0 ,学習
98626 ,morpheme,59#00:55:15#0 ,学習
98627 ,morpheme,59#00:55:17#0 ,学習
98628 ,morpheme,59#00:55:19#0 ,学習
98629 ,morpheme,59#00:55:21#0 ,学習
98630 ,morpheme,59#00:55:23#0 ,学習
98631 ,morpheme,59#00:55:25#0 ,学習
98632 ,morpheme,59#00:55:27#0 ,学習
98633 ,morpheme,59#00:55:29#0 ,学習
98634 ,morpheme,59#00:55:31#0 ,学習
98635 ,morpheme,59#00:55:33#0 ,学習
98636 ,morpheme,59#00:55:35#0 ,学習
98637 ,morpheme,59#00:55:37#0 ,学習
98638 ,morpheme,59#00:55:39#0 ,学習
98639 ,morpheme,59#00:55:41#0 ,学習
98640 ,morpheme,59#00:55:43#0 ,学習
98641 ,morpheme,59#00:55:45#0 ,学習
98642 ,morpheme,59#00:55:47#0 ,学習
98643 ,morpheme,59#00:55:49#0 ,学習
98644 ,morpheme,59#00:55:51#0 ,学習
98645 ,morpheme,59#00:55:53#0 ,学習
98646 ,morpheme,59#00:55:55#0 ,学習
98647 ,morpheme,59#00:55:57#0 ,学習
98648 ,morpheme,59#00:55:59#0 ,学習
98649 ,morpheme,59#00:56:01#0 ,学習
98650 ,morpheme,59#00:56:03#0 ,学習
98651 ,morpheme,59#00:56:05#0 ,学習
98652 ,morpheme,59#00:56:07#0 ,学習
98653 ,morpheme,59#00:56:09#0 ,学習
98654 ,morpheme,59#00:56:11#0 ,学習
98655 ,morpheme,59#00:56:13#0 ,学習
98656 ,morpheme,59#00:56:15#0 ,学習
98657 ,morpheme,59#00:56:17#0 ,学習
98658 ,morpheme,59#00:56:19#0 ,学習
98659 ,morpheme,59#00:56:21#0 ,学習
98660 ,morpheme,59#00:56:23#0 ,学習
98661 ,morpheme,59#00:56:25#0 ,学習
98662 ,morpheme,59#00:56:27#0 ,学習
98663 ,morpheme,59#00:56:29#0 ,学習
98664 ,morpheme,59#00:56:31#0 ,学習
98665 ,morpheme,59#00:56:33#0 ,学習
98666 ,morpheme,59#00:56:35#0 ,学習
98667 ,morpheme,59#00:56:37#0 ,学習
98668 ,morpheme,59#00:56:39#0 ,学習
98669 ,morpheme,59#00:56:41#0 ,学習
98670 ,morpheme,59#00:56:43#0 ,学習
98671 ,morpheme,59#00:56:45#0 ,学習
98672 ,morpheme,59#00:56:47#0 ,学習
98673 ,morpheme,59#00:56:49#0 ,学習
98674 ,morpheme,59#00:56:51#0 ,学習
98675 ,morpheme,59#00:56:53#0 ,学習
98676 ,morpheme,59#00:56:55#0 ,学習
98677 ,morpheme,59#00:56:57#0 ,学習
98678 ,morpheme,59#00:56:59#0 ,学習
98679 ,morpheme,59#00:57:01#0 ,学習
98680 ,morpheme,59#00:57:03#0 ,学習
98681 ,morpheme,59#00:57:05#0 ,学習
98682 ,morpheme,59#00:57:07#0 ,学習
98683 ,morpheme,59#00:57:09#0 ,学習
98684 ,morpheme,59#00:57:11#0 ,学習
98685 ,morpheme,59#00:57:13#0 ,学習
98686 ,morpheme,59#00:57:15#0 ,学習
98687 ,morpheme,59#00:57:17#0 ,学習
98688 ,morpheme,59#00:57:19#0 ,学習
98689 ,morpheme,59#00:57:21#0 ,学習
98690 ,morpheme,59#00:57:23#0 ,学習
98691 ,morpheme,59#00:57:25#0 ,学習
98692 ,morpheme,59#00:57:27#0 ,学習
98693 ,morpheme,59#00:57:29#0 ,学習
98694 ,morpheme,59#00:57:31#0 ,学習
98695 ,morpheme,59#00:57:33#0 ,学習
98696 ,morpheme,59#00:57:35#0 ,学習
98697 ,morpheme,59#00:57:37#0 ,学習
98698 ,morpheme,59#00:57:39#0 ,学習
98699 ,morpheme,59#00:57:41#0 ,学習
98700 ,morpheme,59#00:57:43#0 ,学習
98701 ,morpheme,59#00:57:45#0 ,学習
98702 ,morpheme,59#00:57:47#0 ,学習
98703 ,morpheme,59#00:57:49#0 ,学習
98704 ,morpheme,59#00:57:51#0 ,学習
98705 ,morpheme,59#00:57:53#0 ,学習
98706 ,morpheme,59#00:57:55#0 ,学習
98707 ,morpheme,59#00:57:57#0 ,学習
98708 ,morpheme,59#00:57:59#0 ,学習
98709 ,morpheme,59#00:58:01#0 ,学習
98710 ,morpheme,59#00:58:03#0 ,学習
98711 ,morpheme,59#00:58:05#0 ,学習
98712 ,morpheme,59#00:58:07#0 ,学習
98713 ,morpheme,59#00:58:09#0 ,学習
98714 ,morpheme,59#00:58:11#0 ,学習
98715 ,morpheme,59#00:58:13#0 ,学習
98716 ,morpheme,59#00:58:15#0 ,学習
98717 ,morpheme,59#00:58:17#0 ,学習
98718 ,morpheme,59#00:58:19#0 ,学習
98719 ,morpheme,59#00:58:21#0 ,学習
98720 ,morpheme,59#00:58:23#0 ,学習
98721 ,morpheme,59#00:58:25#0 ,学習
98722 ,morpheme,59#00:58:27#0 ,学習
98723 ,morpheme,59#00:58:29#0 ,学習
98724 ,morpheme,59#00:58:31#0 ,学習
98725 ,morpheme,59#00:58:33#0 ,学習
98726 ,morpheme,59#00:58:35#0 ,学習
98727 ,morpheme,59#00:58:37#0 ,学習
98728 ,morpheme,59#00:58:39#0 ,学習
98729 ,morpheme,59#00:58:41#0 ,学習
98730 ,morpheme,59#00:58:43#0 ,学習
98731 ,morpheme,59#00:58:45#0 ,学習
98732 ,morpheme,59#00:58:47#0 ,学習
98733 ,morpheme,59#00:58:49#0 ,学習
98734 ,morpheme,59#00:58:51#0 ,学習
98735 ,morpheme,59#00:58:53#0 ,学習
